"Player","Team","Year","Rk","Pos","Age.x","G.x","PA","AB","R","H","X2B.x","X3B.x","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB","source.x","Age.y","X","B","T","Ht","Wt","DoB","Yrs","G.y","GS","Batting","Defense","P","C","X1B","X2B.y","X3B.y","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1","source.y"
"andy pratt","CHC",2004,41,"P",24,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",24,"us US","L","L","5' 11""",160,"Aug 27, 1979","2",4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$300,000","","data2"
"andy sisco","CHW",2007,40,"P",24,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",24,"us US","L","L","6' 10""",270,"Jan 13, 1983","3",19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$405,000","","data2"
"andy sisco","KCR",2005,31,"P",22,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",22,"us US","L","L","6' 10""",270,"Jan 13, 1983","1st",67,0,2,67,67,0,0,0,0,0,0,0,0,0,0,0,0,2.3,"$316,000","","data2"
"andy sisco","KCR",2006,44,"P",23,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",23,"us US","L","L","6' 10""",270,"Jan 13, 1983","2",65,0,4,65,65,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,"$346,500","","data2"
"andy sonnanstine","TBR",2007,25,"P",24,2,5,5,1,2,0,0,0,1,0,0,0,2,0.4,0.4,0.4,0.8,114,2,0,0,0,0,0,"data1",24,"us US","L","R","6' 3""",190,"Mar 18, 1983","1st",22,22,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"","","data2"
"andy tracy","COL",2004,22,"3B",30,15,17,16,1,3,1,0,0,1,0,0,1,8,0.188,0.235,0.25,0.485,20,4,0,0,0,0,0,"data1",30,"us US","L","R","6' 3""",220,"Dec 11, 1973","3",15,1,15,1,0,0,0,0,1,0,0,0,0,0,0,14,0,-0.2,"","","data2"
"angel berroa","KCR",2003,4,"SS",25,158,635,567,92,163,28,7,17,73,21,5,29,100,0.287,0.338,0.451,0.789,101,256,13,18,13,8,3,"data1",25,"do DO","R","R","6' 0""",195,"Jan 27, 1978","3",158,158,158,158,0,0,0,0,0,158,0,0,0,0,0,0,0,2.5,"$302,000","","data2"
"angel berroa","KCR",2004,4,"SS",26,134,554,512,72,134,27,6,8,43,14,8,23,87,0.262,0.308,0.385,0.693,79,197,10,12,5,2,0,"data1",26,"do DO","R","R","6' 0""",195,"Jan 27, 1978","4",134,132,134,133,0,0,0,0,0,133,0,0,0,0,0,0,2,1,"$372,500","","data2"
"angel berroa","KCR",2005,4,"SS",27,159,652,608,68,164,21,5,11,55,7,5,18,108,0.27,0.305,0.375,0.68,81,228,13,14,10,2,3,"data1",27,"do DO","R","R","6' 0""",195,"Jan 27, 1978","5",159,159,159,159,0,0,0,0,0,159,0,0,0,0,0,0,0,-0.5,"$500,000","","data2"
"angel berroa","KCR",2006,4,"SS",28,132,503,474,45,111,18,1,9,54,3,1,14,88,0.234,0.259,0.333,0.592,52,158,21,3,9,3,1,"data1",28,"do DO","R","R","6' 0""",195,"Jan 27, 1978","6",132,129,132,131,0,0,0,0,0,131,0,0,0,0,0,2,0,-1.5,"$2,000,000","","data2"
"angel berroa","KCR",2007,20,"MI",29,9,13,11,0,1,0,0,0,1,0,1,0,4,0.091,0.167,0.091,0.258,-29,1,1,1,1,0,0,"data1",29,"do DO","R","R","6' 0""",195,"Jan 27, 1978","7",9,2,9,5,0,0,0,1,1,4,0,0,0,0,3,2,4,-0.1,"","","data2"
"angel chavez","SFG",2005,20,"IF",23,10,20,19,1,5,1,0,0,1,0,0,0,3,0.263,0.263,0.316,0.579,51,6,0,0,1,0,0,"data1",23,"pa PA","R","R","6' 0""",185,"Jul 22, 1981","1st",10,4,10,10,0,0,0,5,1,4,0,0,0,0,0,1,0,-0.2,"","","data2"
"angel guzman","CHC",2006,30,"P",24,15,16,12,0,2,1,0,0,2,0,0,0,4,0.167,0.167,0.25,0.417,4,3,1,0,4,0,0,"data1",24,"ve VE","R","R","6' 3""",190,"Dec 14, 1981","1st",15,10,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-1,"","","data2"
"angel guzman","CHC",2007,32,"P",25,12,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,"data1",25,"ve VE","R","R","6' 3""",190,"Dec 14, 1981","2",12,3,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$384,000","","data2"
"angel pagan","CHC",2006,13,"OF",24,77,187,170,28,42,6,2,5,18,4,2,15,28,0.247,0.306,0.394,0.701,76,67,3,0,1,1,0,"data1",24,"pr PR","B","R","6' 2""",200,"Jul 2, 1981","1st",77,37,77,58,0,0,0,0,0,0,39,1,21,58,0,23,0,0.1,"$327,000","","data2"
"angel pagan","CHC",2007,14,"CF",25,71,161,148,21,39,10,2,4,21,4,1,10,32,0.264,0.306,0.439,0.745,86,65,0,0,1,2,0,"data1",25,"pr PR","B","R","6' 2""",200,"Jul 2, 1981","2",71,32,71,60,0,0,0,0,0,0,2,34,29,60,0,16,9,0.6,"","","data2"
"angel sanchez","KCR",2006,22,"MI",22,8,28,27,2,6,0,0,0,1,0,0,0,4,0.222,0.214,0.222,0.437,13,6,0,0,0,1,0,"data1",22,"pr PR","R","R","6' 1""",205,"Sep 20, 1983","1st",8,5,8,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,"","","data2"
"angel santos","CLE",2003,20,"2B",23,32,80,76,9,17,3,1,3,6,1,1,3,18,0.224,0.253,0.408,0.661,74,31,0,0,1,0,0,"data1",23,"pr PR","B","R","5' 11""",178,"Aug 14, 1979","2",32,22,32,31,0,0,0,28,4,0,0,0,0,0,0,2,2,0.2,"","","data2"
"anibal sanchez","MIA",2006,25,"P",22,17,38,35,1,4,0,0,0,2,0,0,0,14,0.114,0.114,0.114,0.229,-40,4,1,0,3,0,0,"data1",22,"ve VE","R","R","6' 0""",207,"Feb 27, 1984","1st",18,17,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,3.5,"","","data2"
"anibal sanchez","MIA",2007,28,"P",23,6,14,11,1,1,0,0,0,0,0,0,2,7,0.091,0.231,0.091,0.322,-11,1,0,0,1,0,0,"data1",23,"ve VE","R","R","6' 0""",207,"Feb 27, 1984","2",6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$381,000","","data2"
"anthony ferrari","WSN",2003,43,"P",25,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",25,"us US","L","L","5' 9""",160,"Jun 22, 1978","1st",4,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","data2"
"anthony lerew","ATL",2005,39,"P",22,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",22,"us US","L","R","6' 4""",225,"Oct 28, 1982","1st",7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"anthony lerew","ATL",2006,34,"P",23,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",23,"us US","L","R","6' 4""",225,"Oct 28, 1982","2",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"anthony lerew","ATL",2007,34,"P",24,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",24,"us US","L","R","6' 4""",225,"Oct 28, 1982","3",3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"","","data2"
"anthony reyes","STL",2005,27,"P",23,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",23,"us US","R","R","6' 2""",230,"Oct 16, 1981","1st",4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"","","data2"
"anthony reyes","STL",2006,28,"P",24,16,27,25,1,3,0,0,0,0,0,0,0,10,0.12,0.12,0.12,0.24,-38,3,0,0,2,0,0,"data1",24,"us US","R","R","6' 2""",230,"Oct 16, 1981","2",18,17,16,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0.2,"","","data2"
"anthony reyes","STL",2007,26,"P",25,25,32,26,1,2,0,0,0,1,0,0,0,10,0.077,0.077,0.077,0.154,-60,2,1,0,6,0,0,"data1",25,"us US","R","R","6' 2""",230,"Oct 16, 1981","3",27,20,25,22,22,0,0,0,0,0,0,0,0,0,0,1,4,-1.4,"$392,500","","data2"
"antonio alfonseca","ATL",2004,30,"P",32,76,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",32,"do DO","R","R","6' 5""",250,"Apr 16, 1972","8",79,0,76,79,79,0,0,0,0,0,0,0,0,0,0,0,0,1.4,"$1,350,000","","data2"
"antonio alfonseca","CHC",2003,37,"P",31,54,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,"data1",31,"do DO","R","R","6' 5""",250,"Apr 16, 1972","7",60,0,54,60,60,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$4,000,000","","data2"
"antonio alfonseca","MIA",2005,42,"P",33,33,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",33,"do DO","R","R","6' 5""",250,"Apr 16, 1972","9",33,0,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"$300,000","","data2"
"antonio alfonseca","PHI",2007,34,"P",35,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",35,"do DO","R","R","6' 5""",250,"Apr 16, 1972","11",61,0,60,61,61,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$380,000","","data2"
"antonio alfonseca","TEX",2006,43,"P",34,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",34,"do DO","R","R","6' 5""",250,"Apr 16, 1972","10",19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$2,750,000","","data2"
"antonio osuna","NYY",2003,38,"P",30,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",30,"mx MX","R","R","5' 11""",160,"Apr 12, 1973","9",48,0,3,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$2,400,000","","data2"
"antonio osuna","SDP",2004,41,"P",31,29,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",31,"mx MX","R","R","5' 11""",160,"Apr 12, 1973","10",31,0,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$750,000","","data2"
"antonio osuna","WSN",2005,51,"P",32,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",32,"mx MX","R","R","5' 11""",160,"Apr 12, 1973","11",4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"$800,000","","data2"
"antonio perez","LAD",2004,19,"MI",24,13,14,13,5,3,1,0,0,0,1,0,0,5,0.231,0.286,0.308,0.593,57,4,0,1,0,0,0,"data1",24,"do DO","R","R","5' 11""",170,"Jan 26, 1980","2",13,0,13,2,0,0,0,2,0,1,0,0,0,0,0,8,3,0.1,"","","data2"
"antonio perez","LAD",2005,13,"IF",25,98,287,259,28,77,13,2,3,23,11,4,21,61,0.297,0.36,0.398,0.758,101,103,4,5,1,1,1,"data1",25,"do DO","R","R","5' 11""",170,"Jan 26, 1980","3",98,63,98,72,0,0,0,29,35,9,1,0,0,1,1,27,3,1.2,"$330,000","","data2"
"antonio perez","OAK",2006,14,"DH",26,57,109,98,10,10,5,1,1,8,0,1,10,44,0.102,0.185,0.204,0.389,2,20,0,0,1,0,0,"data1",26,"do DO","R","R","5' 11""",170,"Jan 26, 1980","4",57,26,57,33,0,0,0,2,27,4,0,0,0,0,21,5,19,-1.1,"$334,500","","data2"
"antonio perez","TBR",2003,12,"2B",23,48,147,125,19,31,6,1,2,12,4,1,18,34,0.248,0.345,0.36,0.705,91,45,1,1,2,1,0,"data1",23,"do DO","R","R","5' 11""",170,"Jan 26, 1980","1st",48,38,48,40,0,0,0,31,6,6,0,0,0,0,3,3,6,0.5,"","","data2"
"aquilino lopez","COL",2005,43,"P",30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",30,"do DO","R","R","6' 3""",185,"Apr 21, 1975","3",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"","","data2"
"aquilino lopez","DET",2007,28,"P",32,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",32,"do DO","R","R","6' 3""",185,"Apr 21, 1975","4",10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","data2"
"aquilino lopez","PHI",2005,36,"P",30,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",30,"do DO","R","R","6' 3""",185,"Apr 21, 1975","3",10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"","","data2"
"aquilino lopez","TOR",2003,27,"P",28,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",28,"do DO","R","R","6' 3""",185,"Apr 21, 1975","1st",72,0,3,72,72,0,0,0,0,0,0,0,0,0,0,0,0,1.8,"$300,000","","data2"
"aquilino lopez","TOR",2004,32,"P",29,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",29,"do DO","R","R","6' 3""",185,"Apr 21, 1975","2",18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$318,000","","data2"
"aramis ramirez","CHC",2003,5,"3B",25,63,255,232,31,60,7,1,15,39,1,1,17,31,0.259,0.314,0.491,0.805,105,114,4,3,0,3,0,"data1",25,"do DO","R","R","6' 1""",205,"Jun 25, 1978","6",63,62,63,63,0,0,0,0,63,0,0,0,0,0,0,1,0,0.6,"","","data2"
"aramis ramirez","CHC",2004,5,"3B",26,145,606,547,99,174,32,1,36,103,0,2,49,62,0.318,0.373,0.578,0.951,139,316,25,3,0,7,6,"data1",26,"do DO","R","R","6' 1""",205,"Jun 25, 1978","7",145,141,145,144,0,0,0,0,144,0,0,0,0,0,0,4,0,4.4,"$6,000,000","","data2"
"aramis ramirez","CHC",2005,5,"3B",27,123,506,463,72,140,30,0,31,92,0,1,35,60,0.302,0.358,0.568,0.926,135,263,15,6,0,2,4,"data1",27,"do DO","R","R","6' 1""",205,"Jun 25, 1978","8",123,119,123,119,0,0,0,0,119,0,0,0,0,0,0,4,0,3.6,"$8,950,000","All-Star","data2"
"aramis ramirez","CHC",2006,5,"3B",28,157,660,594,93,173,38,4,38,119,2,1,50,63,0.291,0.352,0.561,0.912,126,333,15,9,0,7,4,"data1",28,"do DO","R","R","6' 1""",205,"Jun 25, 1978","9",157,155,157,156,0,0,0,0,156,0,0,0,0,0,0,2,0,3.5,"$10,750,000","","data2"
"aramis ramirez","CHC",2007,5,"3B",29,132,558,506,72,157,35,4,26,101,0,0,43,66,0.31,0.366,0.549,0.915,128,278,13,4,0,5,8,"data1",29,"do DO","R","R","6' 1""",205,"Jun 25, 1978","10",132,129,132,126,0,0,0,0,126,0,0,0,0,0,3,3,0,5.3,"$9,000,000","","data2"
"aramis ramirez","PIT",2003,5,"3B",25,96,415,375,44,105,25,1,12,67,1,1,25,68,0.28,0.33,0.448,0.778,99,168,17,7,0,8,3,"data1",25,"do DO","R","R","6' 1""",205,"Jun 25, 1978","6",96,94,96,96,0,0,0,0,96,0,0,0,0,0,0,0,0,1.3,"$3,000,000","","data2"
"armando almanza","ARI",2005,41,"P",32,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",32,"us US","L","L","6' 3""",205,"Oct 26, 1972","7",6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"","","data2"
"armando almanza","ATL",2004,32,"P",31,11,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,"data1",31,"us US","L","L","6' 3""",205,"Oct 26, 1972","6",13,0,11,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$500,000","","data2"
"armando almanza","MIA",2003,39,"P",30,48,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",30,"us US","L","L","6' 3""",205,"Oct 26, 1972","5",51,0,48,51,51,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,"$775,000","","data2"
"armando benitez","MIA",2004,36,"P",31,62,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",31,"do DO","R","R","6' 4""",180,"Nov 3, 1972","11",64,0,62,64,64,0,0,0,0,0,0,0,0,0,0,0,0,3.4,"$3,500,000","All-Star","data2"
"armando benitez","MIA",2007,46,"P",34,34,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",34,"do DO","R","R","6' 4""",180,"Nov 3, 1972","14",36,0,34,36,36,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,"","","data2"
"armando benitez","NYM",2003,41,"P",30,43,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",30,"do DO","R","R","6' 4""",180,"Nov 3, 1972","10",45,0,43,45,45,0,0,0,0,0,0,0,0,0,0,0,0,1.2,"$6,937,500","All-Star","data2"
"armando benitez","NYY",2003,41,"P",30,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",30,"do DO","R","R","6' 4""",180,"Nov 3, 1972","10",9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"","","data2"
"armando benitez","SEA",2003,31,"P",30,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",30,"do DO","R","R","6' 4""",180,"Nov 3, 1972","10",15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"","","data2"
"armando benitez","SFG",2005,45,"P",32,30,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",32,"do DO","R","R","6' 4""",180,"Nov 3, 1972","12",30,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$4,966,667","","data2"
"armando benitez","SFG",2006,41,"P",33,40,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",33,"do DO","R","R","6' 4""",180,"Nov 3, 1972","13",41,0,40,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$6,271,206","","data2"
"armando benitez","SFG",2007,40,"P",34,19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",34,"do DO","R","R","6' 4""",180,"Nov 3, 1972","14",19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,"$9,866,219","","data2"
"armando galarraga","TEX",2007,36,"P",25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",25,"ve VE","R","R","6' 3""",230,"Jan 15, 1982","1st",3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"armando rios","CHW",2003,16,"CF",31,49,112,104,4,22,3,0,2,11,0,1,5,13,0.212,0.245,0.298,0.544,42,31,6,0,2,1,0,"data1",31,"pr PR","L","L","5' 9""",180,"Sep 13, 1971","6",49,26,49,32,0,0,0,0,0,0,9,23,6,32,4,15,2,-1.1,"$450,000","","data2"
"arnie munoz","CHW",2004,25,"P",22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",22,"do DO","L","L","5' 9""",185,"Jun 21, 1982","1st",11,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"","","data2"
"arnie munoz","WSN",2007,43,"P",25,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",25,"do DO","L","L","5' 9""",185,"Jun 21, 1982","2",13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"arthur rhodes","CLE",2005,33,"P",35,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",35,"us US","L","L","6' 2""",220,"Oct 24, 1969","15",47,0,2,47,47,0,0,0,0,0,0,0,0,0,0,0,0,1,"$3,700,000","","data2"
"arthur rhodes","OAK",2004,28,"P",34,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",34,"us US","L","L","6' 2""",220,"Oct 24, 1969","14",37,0,2,37,37,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$1,800,000","","data2"
"arthur rhodes","PHI",2006,42,"P",36,52,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",36,"us US","L","L","6' 2""",220,"Oct 24, 1969","16",55,0,52,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$3,700,000","","data2"
"arthur rhodes","SEA",2003,33,"P",33,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",33,"us US","L","L","6' 2""",220,"Oct 24, 1969","13",67,0,4,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$3,500,000","","data2"
"asdrubal cabrera","CLE",2007,13,"2B",21,45,186,159,30,45,9,2,3,22,0,0,17,29,0.283,0.354,0.421,0.775,103,67,7,2,5,3,0,"data1",21,"ve VE","B","R","6' 0""",235,"Nov 13, 1985","1st",45,40,45,45,0,0,0,40,1,7,0,0,0,0,0,4,1,1.6,"","","data2"
"aubrey huff","BAL",2007,9,"DH",30,151,603,550,68,154,34,5,15,72,1,1,48,87,0.28,0.337,0.442,0.778,103,243,13,1,0,4,2,"data1",30,"us US","L","R","6' 4""",225,"Dec 20, 1976","8",151,142,151,66,0,0,51,0,15,0,0,0,0,0,80,8,0,0.3,"$4,000,000","","data2"
"aubrey huff","HOU",2006,11,"UT",29,68,261,224,31,56,10,1,13,38,0,0,26,39,0.25,0.341,0.478,0.819,107,107,7,7,0,4,3,"data1",29,"us US","L","R","6' 4""",225,"Dec 20, 1976","7",68,59,68,61,0,0,3,0,30,0,0,0,37,37,0,9,0,0.2,"","","data2"
"aubrey huff","TBR",2003,8,"RF",26,162,706,636,91,198,47,3,34,107,2,3,53,80,0.311,0.367,0.555,0.922,145,353,19,8,0,9,17,"data1",26,"us US","L","R","6' 4""",225,"Dec 20, 1976","4",162,162,162,129,0,0,22,0,8,0,0,0,102,102,33,0,0,4,"$325,000","","data2"
"aubrey huff","TBR",2004,5,"3B",27,157,667,600,92,178,27,2,29,104,5,1,56,74,0.297,0.36,0.493,0.853,124,296,9,6,0,5,6,"data1",27,"us US","L","R","6' 4""",225,"Dec 20, 1976","5",157,155,157,123,0,0,38,0,86,0,8,0,1,9,34,2,0,4.3,"$2,666,667","","data2"
"aubrey huff","TBR",2005,8,"RF",28,154,636,575,70,150,26,2,22,92,8,7,49,88,0.261,0.321,0.428,0.749,99,246,12,5,0,7,13,"data1",28,"us US","L","R","6' 4""",225,"Dec 20, 1976","6",154,148,154,115,0,0,25,0,4,0,0,0,97,97,33,6,0,0.9,"$4,916,667","","data2"
"aubrey huff","TBR",2006,5,"3B",29,63,256,230,26,65,15,1,8,28,0,0,24,25,0.283,0.348,0.461,0.809,108,106,4,0,0,2,3,"data1",29,"us US","L","R","6' 4""",225,"Dec 20, 1976","7",63,63,63,60,0,0,0,0,60,0,0,0,0,0,3,0,0,0.8,"$6,916,667","","data2"
"augie ojeda","ARI",2007,15,"MI",32,57,132,113,16,31,2,2,1,12,1,0,15,13,0.274,0.354,0.354,0.708,80,40,1,0,2,2,3,"data1",32,"us US","B","R","5' 9""",175,"Dec 20, 1974","6",57,25,57,43,1,0,0,26,7,12,0,0,0,0,0,16,1,0.2,"","","data2"
"augie ojeda","CHC",2003,21,"IF",28,12,27,25,2,3,0,0,0,0,0,0,1,5,0.12,0.185,0.12,0.305,-18,3,1,1,0,0,1,"data1",28,"us US","B","R","5' 9""",175,"Dec 20, 1974","4",12,6,12,12,0,0,0,5,1,7,0,0,0,0,0,0,0,0,"","","data2"
"augie ojeda","MIN",2004,17,"IF",29,30,72,59,16,20,1,0,2,7,1,1,10,3,0.339,0.429,0.458,0.886,130,27,0,0,2,1,0,"data1",29,"us US","B","R","5' 9""",175,"Dec 20, 1974","5",30,16,30,29,0,0,0,20,4,7,0,0,0,0,0,0,6,1.2,"","","data2"
"austin kearns","CIN",2003,10,"OF",23,82,338,292,39,77,11,0,15,58,5,2,41,68,0.264,0.364,0.455,0.819,117,133,7,5,0,0,1,"data1",23,"us US","R","R","6' 3""",240,"May 20, 1980","2",82,77,82,80,0,0,0,0,0,0,0,40,51,80,0,4,0,1.4,"$350,000","","data2"
"austin kearns","CIN",2004,8,"RF",24,64,246,217,28,50,10,2,9,32,2,1,28,71,0.23,0.321,0.419,0.74,93,91,8,1,0,0,0,"data1",24,"us US","R","R","6' 3""",240,"May 20, 1980","3",64,59,64,60,0,0,0,0,0,0,0,1,60,60,0,4,1,0.5,"$400,000","","data2"
"austin kearns","CIN",2005,8,"RF",25,112,448,387,62,93,26,1,18,67,0,0,48,107,0.24,0.333,0.452,0.785,104,175,8,8,0,5,2,"data1",25,"us US","R","R","6' 3""",240,"May 20, 1980","4",112,103,112,107,0,0,0,0,0,0,0,2,107,107,0,7,0,2.4,"$930,000","","data2"
"austin kearns","CIN",2006,8,"RF",26,87,368,325,53,89,21,1,16,50,7,1,35,85,0.274,0.351,0.492,0.843,110,160,14,5,0,3,2,"data1",26,"us US","R","R","6' 3""",240,"May 20, 1980","5",87,84,87,85,0,0,0,0,0,0,0,0,85,85,0,3,0,1.4,"$1,850,000","","data2"
"austin kearns","WSN",2006,10,"RF",26,63,261,212,33,53,12,1,8,36,2,3,41,50,0.25,0.381,0.429,0.81,114,91,4,5,1,2,2,"data1",26,"us US","R","R","6' 3""",240,"May 20, 1980","5",63,59,63,60,0,0,0,0,0,0,0,5,59,60,0,4,0,1.8,"","","data2"
"austin kearns","WSN",2007,8,"RF",27,161,674,587,84,156,35,1,16,74,2,2,71,106,0.266,0.355,0.411,0.765,103,241,13,12,0,4,5,"data1",27,"us US","R","R","6' 3""",240,"May 20, 1980","6",161,157,161,159,0,0,0,0,0,0,0,6,158,159,0,2,0,2.6,"$3,500,000","","data2"
